 Data acquisition complete.
Iteration 2900: 0.007603582065705439
Iteration 2925: 0.007560409472759488
Iteration 2950: 0.007517308579849669
Iteration 2975: 0.007474289413501367
Iteration 3000: 0.007431361373409828
Iteration 3025: 0.007388533266812658
Iteration 3050: 0.007345813340940310
Iteration 3075: 0.007303209313775483
Iteration 3100: 0.007260728403117866
Iteration 3125: 0.007218377354096361
Iteration 3150: 0.007176162465199809
Iteration 3175: 0.007134089612868877
Iteration 3200: 0.007092164274819623
Iteration 3225: 0.007050391552041901
Iteration 3250: 0.007008776189636023
Iteration 3275: 0.006967322596537429
Iteration 3300: 0.006926034864175534
Iteration 3325: 0.006884916784031248
Iteration 3350: 0.006843971864444853
Iteration 3375: 0.006803203346247955
Iteration 3400: 0.006762614217812768
Iteration 3425: 0.006722207229067578
Iteration 3450: 0.006681984904933103
Iteration 3475: 0.006641949557849358
Iteration 3500: 0.006602103299826467
Iteration 3525: 0.006562448053628600
Iteration 3550: 0.006522985563556460
Iteration 3575: 0.006483717405455280
Iteration 3600: 0.006444644996363991
Iteration 3625: 0.006405769603418321
Iteration 3650: 0.006367092352576265
Iteration 3675: 0.006328614236476682
Iteration 3700: 0.006290336122333429
Iteration 3725: 0.006252258758856044
Iteration 3750: 0.006214382783443995
Iteration 3775: 0.006176708728244051
Iteration 3800: 0.006139237026673072
Iteration 3825: 0.006101968018775494
Iteration 3850: 0.006064901957131497
Iteration 3875: 0.006028039011518160
Iteration 3900: 0.005991379274352227
Iteration 3925: 0.005954922764686899
Iteration 3950: 0.005918669433270907
Iteration 3975: 0.005882619165891612
Iteration 4000: 0.005846771788121430
Iteration 4025: 0.005811127068124478
Iteration 4050: 0.005775684721054830
Iteration 4075: 0.005740444411379997
Iteration 4100: 0.005705405757044701
Iteration 4125: 0.005670568331279213
Iteration 4150: 0.005635931666610361
Iteration 4175: 0.005601495256147615
Iteration 4200: 0.005567258557533705
Iteration 4225: 0.005533220993704902
Iteration 4250: 0.005499381956823868
Iteration 4275: 0.005465740808517694
Iteration 4300: 0.005432296883874699
Iteration 4325: 0.005399049491142449
Iteration 4350: 0.005365997915816934
Iteration 4375: 0.005333141419853860
Iteration 4400: 0.005300479245850198
Iteration 4425: 0.005268010615758101
Iteration 4450: 0.005235734735265396
Iteration 4475: 0.005203650791941072
Iteration 4500: 0.005171757959875123
Iteration 4525: 0.005140055397291121
Iteration 4550: 0.005108542251438308
Iteration 4575: 0.005077217655646393
Iteration 4600: 0.005046080734569358
Iteration 4625: 0.005015130600611428
Iteration 4650: 0.004984366359622072
Iteration 4675: 0.004953787106618535
Iteration 4700: 0.004923391931992427
Iteration 4725: 0.004893179916546586
Iteration 4750: 0.004863150138220362
Iteration 4775: 0.004833301666380407
Iteration 4800: 0.004803633569178345
Iteration 4825: 0.004774144907038647
Iteration 4850: 0.004744834740712633
Iteration 4875: 0.004715702123888832
Iteration 4900: 0.004686746112000151
Iteration 4925: 0.004657965753978033
Iteration 4950: 0.004629360101823465
Iteration 4975: 0.004600928201409005
Iteration 5000: 0.004572669102991256
Iteration 5025: 0.004544581850925766
Iteration 5050: 0.004516665495181371
Iteration 5075: 0.004488919079953746
Iteration 5100: 0.004461341656234907
Iteration 5125: 0.004433932269265028
Iteration 5150: 0.004406689972199729
Iteration 5175: 0.004379613812382388
Iteration 5200: 0.004352702846176726
Iteration 5225: 0.004325956123921060
Iteration 5250: 0.004299372706100257
Iteration 5275: 0.004272951646861145
Iteration 5300: 0.004246692011598441
Iteration 5325: 0.004220592858992234
Iteration 5350: 0.004194653260043424
Iteration 5375: 0.004168872278576430
Iteration 5400: 0.004143248991809401
Iteration 5425: 0.004117782469236886
Iteration 5450: 0.004092471794855612
Iteration 5475: 0.004067316044299218
Iteration 5500: 0.004042314308811967
Iteration 5525: 0.004017465670528964
Iteration 5550: 0.003992769228361226
Iteration 5575: 0.003968224071321913
Iteration 5600: 0.003943829306344071
Iteration 5625: 0.003919584029560497
Iteration 5650: 0.003895487356260219
Iteration 5675: 0.003871538389958573
Iteration 5700: 0.003847736254527945
Iteration 5725: 0.003824080061107793
Iteration 5750: 0.003800568942345706
Iteration 5775: 0.003777202017175796
Iteration 5800: 0.003753978427248228
Iteration 5825: 0.003730897299377034
Iteration 5850: 0.003707957784406801
Iteration 5875: 0.003685159017130957
Iteration 5900: 0.003662500157716408
Iteration 5925: 0.003639980349021243
Iteration 5950: 0.003617598760619956
Iteration 5975: 0.003595354543506346
Iteration 6000: 0.003573246876797498
Iteration 6025: 0.003551274919601610
Iteration 6050: 0.003529437860663620
Iteration 6075: 0.003507734867241652
Iteration 6100: 0.003486165137715602
Iteration 6125: 0.003464727847529048
Iteration 6150: 0.003443422204739477
Iteration 6175: 0.003422247392947497
Iteration 6200: 0.003401202629952138
Iteration 6225: 0.003380287107439983
Iteration 6250: 0.003359500052937392
Iteration 6275: 0.003338840666245346
Iteration 6300: 0.003318308184617536
Iteration 6325: 0.003297901815898285
Iteration 6350: 0.003277620807068615
Iteration 6375: 0.003257464373945140
Iteration 6400: 0.003237431773229105
Iteration 6425: 0.003217522228659675
Iteration 6450: 0.003197735006658320
Iteration 6475: 0.003178069338787282
Iteration 6500: 0.003158524501159832
Iteration 6525: 0.003139099733076023
Iteration 6550: 0.003119794320333824
Iteration 6575: 0.003100607509907150
Iteration 6600: 0.003081538597186295
Iteration 6625: 0.003062586836776404
Iteration 6650: 0.003043751533617467
Iteration 6675: 0.003025031949839274
Iteration 6700: 0.003006427399895983
Iteration 6725: 0.002987937153349662
Iteration 6750: 0.002969560534133109
Iteration 6775: 0.002951296819119875
Iteration 6800: 0.002933145341685872
Iteration 6825: 0.002915105385937977
Iteration 6850: 0.002897176294617054
Iteration 6875: 0.002879357358963830
Iteration 6900: 0.002861647931041489
Iteration 6925: 0.002844047309132236
Iteration 6950: 0.002826554854529206
Iteration 6975: 0.002809169872499240
Iteration 7000: 0.002791891733494367
Iteration 7025: 0.002774719749638166
Iteration 7050: 0.002757653300506036
Iteration 7075: 0.002740691704985920
Iteration 7100: 0.002723834351698429
Iteration 7125: 0.002707080566182185
Iteration 7150: 0.002690429746060374
Iteration 7175: 0.002673881223415719
Iteration 7200: 0.002657434404795822
Iteration 7225: 0.002641088628777766
Iteration 7250: 0.002624843310726988
Iteration 7275: 0.002608697795579928
Iteration 7300: 0.002592651507491439
Iteration 7325: 0.002576703797700475
Iteration 7350: 0.002560854099037613
Iteration 7375: 0.002545101768909319
Iteration 7400: 0.002529446248814793
Iteration 7425: 0.002513886902235640
Iteration 7450: 0.002498423179218889
Iteration 7475: 0.002483054449264444
Iteration 7500: 0.002467780170881895
Iteration 7525: 0.002452599719475757
Iteration 7550: 0.002437512561996868
Iteration 7575: 0.002422518079640668
Iteration 7600: 0.002407615747699765
Iteration 7625: 0.002392804953089467
Iteration 7650: 0.002378085179380207
Iteration 7675: 0.002363455819121896
Iteration 7700: 0.002348916364070419
Iteration 7725: 0.002334466212317921
Iteration 7750: 0.002320104863756001
Iteration 7775: 0.002305831721933771
Iteration 7800: 0.002291646294750649
Iteration 7825: 0.002277547991184292
Iteration 7850: 0.002263536327099303
Iteration 7875: 0.002249610716738459
Iteration 7900: 0.002235770683860494
Iteration 7925: 0.002222015647944886
Iteration 7950: 0.002208345140552126
Iteration 7975: 0.002194758586306023
Iteration 8000: 0.002181255524504877
Iteration 8025: 0.002167835384838668
Iteration 8050: 0.002154497714251136
Iteration 8075: 0.002141241947420269
Iteration 8100: 0.002128067638892617
Iteration 8125: 0.002114974228241806
Iteration 8150: 0.002101961277510611
Iteration 8175: 0.002089028231146983
Iteration 8200: 0.002076174658611762
Iteration 8225: 0.002063400009099325
Iteration 8250: 0.002050703859431735
Iteration 8275: 0.002038085663514266
Iteration 8300: 0.002025545005437834
Iteration 8325: 0.002013081343747558
Iteration 8350: 0.002000694269732151
Iteration 8375: 0.001988383246498415
The program took 5.00 seconds in total and executed 8399 iterations.
